County,Year,Quarter,Medication_Assisted_Treatment,beneficiaries,status,annotation,annotation_description,Date_of_Data
Los Angeles,2013,Q4,Naloxone,0,F,,,5/4/2023
Los Angeles,2014,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2014,Q2,Naloxone,0,F,,,5/4/2023
Los Angeles,2014,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2014,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2015,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2015,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2015,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2015,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Los Angeles,2016,Q3,Naloxone,54,F,,,5/4/2023
Los Angeles,2016,Q4,Naloxone,50,F,,,5/4/2023
Los Angeles,2017,Q1,Naloxone,82,F,,,5/4/2023
Los Angeles,2017,Q2,Naloxone,59,F,,,5/4/2023
Los Angeles,2017,Q3,Naloxone,92,F,,,5/4/2023
Los Angeles,2017,Q4,Naloxone,123,F,,,5/4/2023
Los Angeles,2018,Q1,Naloxone,152,F,,,5/4/2023
Los Angeles,2018,Q2,Naloxone,312,F,,,5/4/2023
Los Angeles,2018,Q3,Naloxone,367,F,,,5/4/2023
Los Angeles,2018,Q4,Naloxone,760,F,,,5/4/2023
Los Angeles,2019,Q1,Naloxone,3357,F,,,5/4/2023
Los Angeles,2019,Q2,Naloxone,2890,F,,,5/4/2023
Los Angeles,2019,Q3,Naloxone,2627,F,,,5/4/2023
Los Angeles,2019,Q4,Naloxone,2244,F,,,5/4/2023
Los Angeles,2020,Q1,Naloxone,2238,F,,,5/4/2023
Los Angeles,2020,Q2,Naloxone,2752,F,,,5/4/2023
Los Angeles,2020,Q3,Naloxone,3056,F,,,5/4/2023
Los Angeles,2020,Q4,Naloxone,2937,F,,,5/4/2023
Los Angeles,2021,Q1,Naloxone,2884,F,,,5/4/2023
Los Angeles,2021,Q2,Naloxone,3426,F,,,5/4/2023
Los Angeles,2021,Q3,Naloxone,3333,F,,,5/4/2023
Los Angeles,2021,Q4,Naloxone,3391,F,,,5/4/2023
Los Angeles,2022,Q1,Naloxone,1832,F,,,5/4/2023
Los Angeles,2022,Q2,Naloxone,1291,P,,,5/4/2023
Los Angeles,2022,Q3,Naloxone,1096,P,,,5/4/2023
Los Angeles,2022,Q4,Naloxone,1134,P,,,5/4/2023
Madera,2010,Q1,Naloxone,0,F,,,5/4/2023
Madera,2010,Q2,Naloxone,0,F,,,5/4/2023
Madera,2010,Q3,Naloxone,0,F,,,5/4/2023
Madera,2010,Q4,Naloxone,0,F,,,5/4/2023
Madera,2011,Q1,Naloxone,0,F,,,5/4/2023
Madera,2011,Q2,Naloxone,0,F,,,5/4/2023
Madera,2011,Q3,Naloxone,0,F,,,5/4/2023
Madera,2011,Q4,Naloxone,0,F,,,5/4/2023
Madera,2012,Q1,Naloxone,0,F,,,5/4/2023
Madera,2012,Q2,Naloxone,0,F,,,5/4/2023
Madera,2012,Q3,Naloxone,0,F,,,5/4/2023
Madera,2012,Q4,Naloxone,0,F,,,5/4/2023
Madera,2013,Q1,Naloxone,0,F,,,5/4/2023
Madera,2013,Q2,Naloxone,0,F,,,5/4/2023
Madera,2013,Q3,Naloxone,0,F,,,5/4/2023
Madera,2013,Q4,Naloxone,0,F,,,5/4/2023
Madera,2014,Q1,Naloxone,0,F,,,5/4/2023
Madera,2014,Q2,Naloxone,0,F,,,5/4/2023
Madera,2014,Q3,Naloxone,0,F,,,5/4/2023
Madera,2014,Q4,Naloxone,0,F,,,5/4/2023
Madera,2015,Q1,Naloxone,0,F,,,5/4/2023
Madera,2015,Q2,Naloxone,0,F,,,5/4/2023
Madera,2015,Q3,Naloxone,0,F,,,5/4/2023
Madera,2015,Q4,Naloxone,0,F,,,5/4/2023
Madera,2016,Q1,Naloxone,0,F,,,5/4/2023
Madera,2016,Q2,Naloxone,0,F,,,5/4/2023
Madera,2016,Q3,Naloxone,0,F,,,5/4/2023
Madera,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Madera,2017,Q1,Naloxone,0,F,,,5/4/2023
Madera,2017,Q2,Naloxone,0,F,,,5/4/2023
Madera,2017,Q3,Naloxone,0,F,,,5/4/2023
Madera,2017,Q4,Naloxone,0,F,,,5/4/2023
Madera,2018,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Madera,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Madera,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Madera,2018,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Madera,2019,Q1,Naloxone,66,F,,,5/4/2023
Madera,2019,Q2,Naloxone,76,F,,,5/4/2023
Madera,2019,Q3,Naloxone,60,F,,,5/4/2023
Madera,2019,Q4,Naloxone,30,F,,,5/4/2023
Madera,2020,Q1,Naloxone,44,F,,,5/4/2023
Madera,2020,Q2,Naloxone,21,F,,,5/4/2023
Madera,2020,Q3,Naloxone,25,F,,,5/4/2023
Madera,2020,Q4,Naloxone,27,F,,,5/4/2023
Madera,2021,Q1,Naloxone,32,F,,,5/4/2023
Madera,2021,Q2,Naloxone,42,F,,,5/4/2023
Madera,2021,Q3,Naloxone,61,F,,,5/4/2023
Madera,2021,Q4,Naloxone,66,F,,,5/4/2023
Madera,2022,Q1,Naloxone,15,F,,,5/4/2023
Madera,2022,Q2,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Madera,2022,Q3,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Madera,2022,Q4,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Marin,2010,Q1,Naloxone,0,F,,,5/4/2023
Marin,2010,Q2,Naloxone,0,F,,,5/4/2023
Marin,2010,Q3,Naloxone,0,F,,,5/4/2023
Marin,2010,Q4,Naloxone,0,F,,,5/4/2023
Marin,2011,Q1,Naloxone,0,F,,,5/4/2023
Marin,2011,Q2,Naloxone,0,F,,,5/4/2023
Marin,2011,Q3,Naloxone,0,F,,,5/4/2023
Marin,2011,Q4,Naloxone,0,F,,,5/4/2023
Marin,2012,Q1,Naloxone,0,F,,,5/4/2023
Marin,2012,Q2,Naloxone,0,F,,,5/4/2023
Marin,2012,Q3,Naloxone,0,F,,,5/4/2023
Marin,2012,Q4,Naloxone,0,F,,,5/4/2023
Marin,2013,Q1,Naloxone,0,F,,,5/4/2023
Marin,2013,Q2,Naloxone,0,F,,,5/4/2023
Marin,2013,Q3,Naloxone,0,F,,,5/4/2023
Marin,2013,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2014,Q1,Naloxone,0,F,,,5/4/2023
Marin,2014,Q2,Naloxone,0,F,,,5/4/2023
Marin,2014,Q3,Naloxone,0,F,,,5/4/2023
Marin,2014,Q4,Naloxone,0,F,,,5/4/2023
Marin,2015,Q1,Naloxone,0,F,,,5/4/2023
Marin,2015,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2015,Q3,Naloxone,0,F,,,5/4/2023
Marin,2015,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2016,Q3,Naloxone,0,F,,,5/4/2023
Marin,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2017,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2017,Q4,Naloxone,15,F,,,5/4/2023
Marin,2018,Q1,Naloxone,13,F,,,5/4/2023
Marin,2018,Q2,Naloxone,15,F,,,5/4/2023
Marin,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Marin,2018,Q4,Naloxone,19,F,,,5/4/2023
Marin,2019,Q1,Naloxone,102,F,,,5/4/2023
Marin,2019,Q2,Naloxone,61,F,,,5/4/2023
Marin,2019,Q3,Naloxone,72,F,,,5/4/2023
Marin,2019,Q4,Naloxone,68,F,,,5/4/2023
Marin,2020,Q1,Naloxone,71,F,,,5/4/2023
Marin,2020,Q2,Naloxone,54,F,,,5/4/2023
Marin,2020,Q3,Naloxone,50,F,,,5/4/2023
Marin,2020,Q4,Naloxone,47,F,,,5/4/2023
Marin,2021,Q1,Naloxone,45,F,,,5/4/2023
Marin,2021,Q2,Naloxone,65,F,,,5/4/2023
Marin,2021,Q3,Naloxone,58,F,,,5/4/2023
Marin,2021,Q4,Naloxone,62,F,,,5/4/2023
Marin,2022,Q1,Naloxone,32,F,,,5/4/2023
Marin,2022,Q2,Naloxone,23,P,,,5/4/2023
Marin,2022,Q3,Naloxone,15,P,,,5/4/2023
Marin,2022,Q4,Naloxone,15,P,,,5/4/2023
Mendocino,2010,Q1,Naloxone,0,F,,,5/4/2023
Mendocino,2010,Q2,Naloxone,0,F,,,5/4/2023
Mendocino,2010,Q3,Naloxone,0,F,,,5/4/2023
Mendocino,2010,Q4,Naloxone,0,F,,,5/4/2023
Mendocino,2011,Q1,Naloxone,0,F,,,5/4/2023
Mendocino,2011,Q2,Naloxone,0,F,,,5/4/2023
Mendocino,2011,Q3,Naloxone,0,F,,,5/4/2023
Mendocino,2011,Q4,Naloxone,0,F,,,5/4/2023
Mendocino,2012,Q1,Naloxone,0,F,,,5/4/2023
Mendocino,2012,Q2,Naloxone,0,F,,,5/4/2023
Mendocino,2012,Q3,Naloxone,0,F,,,5/4/2023
Mendocino,2012,Q4,Naloxone,0,F,,,5/4/2023
Mendocino,2013,Q1,Naloxone,0,F,,,5/4/2023
Mendocino,2013,Q2,Naloxone,0,F,,,5/4/2023
Mendocino,2013,Q3,Naloxone,0,F,,,5/4/2023
Mendocino,2013,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2014,Q1,Naloxone,0,F,,,5/4/2023
Mendocino,2014,Q2,Naloxone,0,F,,,5/4/2023
Mendocino,2014,Q3,Naloxone,0,F,,,5/4/2023
Mendocino,2014,Q4,Naloxone,0,F,,,5/4/2023
Mendocino,2015,Q1,Naloxone,0,F,,,5/4/2023
Mendocino,2015,Q2,Naloxone,0,F,,,5/4/2023
Mendocino,2015,Q3,Naloxone,0,F,,,5/4/2023
Mendocino,2015,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Mendocino,2017,Q3,Naloxone,13,F,,,5/4/2023
Mendocino,2017,Q4,Naloxone,23,F,,,5/4/2023
Mendocino,2018,Q1,Naloxone,21,F,,,5/4/2023
Mendocino,2018,Q2,Naloxone,24,F,,,5/4/2023
Mendocino,2018,Q3,Naloxone,48,F,,,5/4/2023
Mendocino,2018,Q4,Naloxone,50,F,,,5/4/2023
Mendocino,2019,Q1,Naloxone,99,F,,,5/4/2023
Mendocino,2019,Q2,Naloxone,97,F,,,5/4/2023
Mendocino,2019,Q3,Naloxone,105,F,,,5/4/2023
Mendocino,2019,Q4,Naloxone,52,F,,,5/4/2023
Mendocino,2020,Q1,Naloxone,63,F,,,5/4/2023
Mendocino,2020,Q2,Naloxone,56,F,,,5/4/2023
Mendocino,2020,Q3,Naloxone,77,F,,,5/4/2023
Mendocino,2020,Q4,Naloxone,65,F,,,5/4/2023
Mendocino,2021,Q1,Naloxone,125,F,,,5/4/2023
Mendocino,2021,Q2,Naloxone,109,F,,,5/4/2023
Mendocino,2021,Q3,Naloxone,102,F,,,5/4/2023
Mendocino,2021,Q4,Naloxone,96,F,,,5/4/2023
Mendocino,2022,Q1,Naloxone,32,F,,,5/4/2023
Mendocino,2022,Q2,Naloxone,11,P,,,5/4/2023
Mendocino,2022,Q3,Naloxone,11,P,,,5/4/2023
Mendocino,2022,Q4,Naloxone,21,P,,,5/4/2023
Merced/Mariposa,2010,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2010,Q2,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2010,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2010,Q4,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2011,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2011,Q2,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2011,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2011,Q4,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2012,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2012,Q2,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2012,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2012,Q4,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2013,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2013,Q2,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2013,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2013,Q4,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2014,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2014,Q2,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2014,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2014,Q4,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2015,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2015,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2015,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2015,Q4,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2016,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2016,Q2,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2016,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2016,Q4,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2017,Q1,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2017,Q3,Naloxone,0,F,,,5/4/2023
Merced/Mariposa,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2018,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2018,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2019,Q1,Naloxone,23,F,,,5/4/2023
Merced/Mariposa,2019,Q2,Naloxone,18,F,,,5/4/2023
Merced/Mariposa,2019,Q3,Naloxone,12,F,,,5/4/2023
Merced/Mariposa,2019,Q4,Naloxone,11,F,,,5/4/2023
Merced/Mariposa,2020,Q1,Naloxone,14,F,,,5/4/2023
Merced/Mariposa,2020,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2020,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2020,Q4,Naloxone,11,F,,,5/4/2023
Merced/Mariposa,2021,Q1,Naloxone,21,F,,,5/4/2023
Merced/Mariposa,2021,Q2,Naloxone,21,F,,,5/4/2023
Merced/Mariposa,2021,Q3,Naloxone,15,F,,,5/4/2023
Merced/Mariposa,2021,Q4,Naloxone,15,F,,,5/4/2023
Merced/Mariposa,2022,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2022,Q2,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2022,Q3,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Merced/Mariposa,2022,Q4,Naloxone,,P,1,cell suppressed for small numbers,5/4/2023
Monterey,2010,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Monterey,2010,Q2,Naloxone,0,F,,,5/4/2023
Monterey,2010,Q3,Naloxone,0,F,,,5/4/2023
Monterey,2010,Q4,Naloxone,0,F,,,5/4/2023
Monterey,2011,Q1,Naloxone,0,F,,,5/4/2023
Monterey,2011,Q2,Naloxone,0,F,,,5/4/2023
Monterey,2011,Q3,Naloxone,0,F,,,5/4/2023
Monterey,2011,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Monterey,2012,Q1,Naloxone,0,F,,,5/4/2023
Monterey,2012,Q2,Naloxone,0,F,,,5/4/2023
Monterey,2012,Q3,Naloxone,0,F,,,5/4/2023
Monterey,2012,Q4,Naloxone,0,F,,,5/4/2023
Monterey,2013,Q1,Naloxone,0,F,,,5/4/2023
Monterey,2013,Q2,Naloxone,0,F,,,5/4/2023
Monterey,2013,Q3,Naloxone,0,F,,,5/4/2023
Monterey,2013,Q4,Naloxone,0,F,,,5/4/2023
Monterey,2014,Q1,Naloxone,0,F,,,5/4/2023
Monterey,2014,Q2,Naloxone,0,F,,,5/4/2023
Monterey,2014,Q3,Naloxone,0,F,,,5/4/2023
Monterey,2014,Q4,Naloxone,0,F,,,5/4/2023
Monterey,2015,Q1,Naloxone,0,F,,,5/4/2023
Monterey,2015,Q2,Naloxone,0,F,,,5/4/2023
Monterey,2015,Q3,Naloxone,0,F,,,5/4/2023
Monterey,2015,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Monterey,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Monterey,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Monterey,2016,Q3,Naloxone,11,F,,,5/4/2023
Monterey,2016,Q4,Naloxone,31,F,,,5/4/2023
Monterey,2017,Q1,Naloxone,27,F,,,5/4/2023
Monterey,2017,Q2,Naloxone,23,F,,,5/4/2023
Monterey,2017,Q3,Naloxone,26,F,,,5/4/2023
Monterey,2017,Q4,Naloxone,30,F,,,5/4/2023
Monterey,2018,Q1,Naloxone,51,F,,,5/4/2023
Monterey,2018,Q2,Naloxone,32,F,,,5/4/2023
Monterey,2018,Q3,Naloxone,44,F,,,5/4/2023
Monterey,2018,Q4,Naloxone,57,F,,,5/4/2023
Monterey,2019,Q1,Naloxone,252,F,,,5/4/2023
Monterey,2019,Q2,Naloxone,155,F,,,5/4/2023
Monterey,2019,Q3,Naloxone,142,F,,,5/4/2023
Monterey,2019,Q4,Naloxone,157,F,,,5/4/2023
Monterey,2020,Q1,Naloxone,154,F,,,5/4/2023
Monterey,2020,Q2,Naloxone,113,F,,,5/4/2023
Monterey,2020,Q3,Naloxone,147,F,,,5/4/2023
Monterey,2020,Q4,Naloxone,135,F,,,5/4/2023
Monterey,2021,Q1,Naloxone,129,F,,,5/4/2023
Monterey,2021,Q2,Naloxone,124,F,,,5/4/2023
Monterey,2021,Q3,Naloxone,140,F,,,5/4/2023
Monterey,2021,Q4,Naloxone,128,F,,,5/4/2023
Monterey,2022,Q1,Naloxone,32,F,,,5/4/2023
Monterey,2022,Q2,Naloxone,40,P,,,5/4/2023
Monterey,2022,Q3,Naloxone,38,P,,,5/4/2023
Monterey,2022,Q4,Naloxone,33,P,,,5/4/2023
Napa,2010,Q1,Naloxone,0,F,,,5/4/2023
Napa,2010,Q2,Naloxone,0,F,,,5/4/2023
Napa,2010,Q3,Naloxone,0,F,,,5/4/2023
Napa,2010,Q4,Naloxone,0,F,,,5/4/2023
Napa,2011,Q1,Naloxone,0,F,,,5/4/2023
Napa,2011,Q2,Naloxone,0,F,,,5/4/2023
Napa,2011,Q3,Naloxone,0,F,,,5/4/2023
Napa,2011,Q4,Naloxone,0,F,,,5/4/2023
Napa,2012,Q1,Naloxone,0,F,,,5/4/2023
Napa,2012,Q2,Naloxone,0,F,,,5/4/2023
Napa,2012,Q3,Naloxone,0,F,,,5/4/2023
Napa,2012,Q4,Naloxone,0,F,,,5/4/2023
Napa,2013,Q1,Naloxone,0,F,,,5/4/2023
Napa,2013,Q2,Naloxone,0,F,,,5/4/2023
Napa,2013,Q3,Naloxone,0,F,,,5/4/2023
Napa,2013,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2014,Q1,Naloxone,0,F,,,5/4/2023
Napa,2014,Q2,Naloxone,0,F,,,5/4/2023
Napa,2014,Q3,Naloxone,0,F,,,5/4/2023
Napa,2014,Q4,Naloxone,0,F,,,5/4/2023
Napa,2015,Q1,Naloxone,0,F,,,5/4/2023
Napa,2015,Q2,Naloxone,0,F,,,5/4/2023
Napa,2015,Q3,Naloxone,0,F,,,5/4/2023
Napa,2015,Q4,Naloxone,0,F,,,5/4/2023
Napa,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2016,Q3,Naloxone,0,F,,,5/4/2023
Napa,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2017,Q2,Naloxone,11,F,,,5/4/2023
Napa,2017,Q3,Naloxone,11,F,,,5/4/2023
Napa,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2018,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2018,Q2,Naloxone,11,F,,,5/4/2023
Napa,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2018,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Napa,2019,Q1,Naloxone,51,F,,,5/4/2023
Napa,2019,Q2,Naloxone,33,F,,,5/4/2023
Napa,2019,Q3,Naloxone,36,F,,,5/4/2023
Napa,2019,Q4,Naloxone,33,F,,,5/4/2023
Napa,2020,Q1,Naloxone,53,F,,,5/4/2023
Napa,2020,Q2,Naloxone,33,F,,,5/4/2023
Napa,2020,Q3,Naloxone,25,F,,,5/4/2023
Napa,2020,Q4,Naloxone,27,F,,,5/4/2023
Napa,2021,Q1,Naloxone,44,F,,,5/4/2023
Napa,2021,Q2,Naloxone,45,F,,,5/4/2023
Napa,2021,Q3,Naloxone,44,F,,,5/4/2023
Napa,2021,Q4,Naloxone,38,F,,,5/4/2023
Napa,2022,Q1,Naloxone,23,F,,,5/4/2023
Napa,2022,Q2,Naloxone,17,P,,,5/4/2023
Napa,2022,Q3,Naloxone,16,P,,,5/4/2023
Napa,2022,Q4,Naloxone,14,P,,,5/4/2023
Nevada,2010,Q1,Naloxone,0,F,,,5/4/2023
Nevada,2010,Q2,Naloxone,0,F,,,5/4/2023
Nevada,2010,Q3,Naloxone,0,F,,,5/4/2023
Nevada,2010,Q4,Naloxone,0,F,,,5/4/2023
Nevada,2011,Q1,Naloxone,0,F,,,5/4/2023
Nevada,2011,Q2,Naloxone,0,F,,,5/4/2023
Nevada,2011,Q3,Naloxone,0,F,,,5/4/2023
Nevada,2011,Q4,Naloxone,0,F,,,5/4/2023
Nevada,2012,Q1,Naloxone,0,F,,,5/4/2023
Nevada,2012,Q2,Naloxone,0,F,,,5/4/2023
Nevada,2012,Q3,Naloxone,0,F,,,5/4/2023
Nevada,2012,Q4,Naloxone,0,F,,,5/4/2023
Nevada,2013,Q1,Naloxone,0,F,,,5/4/2023
Nevada,2013,Q2,Naloxone,0,F,,,5/4/2023
Nevada,2013,Q3,Naloxone,0,F,,,5/4/2023
Nevada,2013,Q4,Naloxone,0,F,,,5/4/2023
Nevada,2014,Q1,Naloxone,0,F,,,5/4/2023
Nevada,2014,Q2,Naloxone,0,F,,,5/4/2023
Nevada,2014,Q3,Naloxone,0,F,,,5/4/2023
Nevada,2014,Q4,Naloxone,0,F,,,5/4/2023
Nevada,2015,Q1,Naloxone,0,F,,,5/4/2023
Nevada,2015,Q2,Naloxone,0,F,,,5/4/2023
Nevada,2015,Q3,Naloxone,0,F,,,5/4/2023
Nevada,2015,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Nevada,2016,Q1,Naloxone,0,F,,,5/4/2023
Nevada,2016,Q2,Naloxone,0,F,,,5/4/2023
Nevada,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Nevada,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Nevada,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Nevada,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Nevada,2017,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Nevada,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Nevada,2018,Q1,Naloxone,12,F,,,5/4/2023
Nevada,2018,Q2,Naloxone,17,F,,,5/4/2023
Nevada,2018,Q3,Naloxone,68,F,,,5/4/2023
Nevada,2018,Q4,Naloxone,45,F,,,5/4/2023
Nevada,2019,Q1,Naloxone,87,F,,,5/4/2023
Nevada,2019,Q2,Naloxone,70,F,,,5/4/2023
Nevada,2019,Q3,Naloxone,82,F,,,5/4/2023
Nevada,2019,Q4,Naloxone,74,F,,,5/4/2023
Nevada,2020,Q1,Naloxone,97,F,,,5/4/2023
Nevada,2020,Q2,Naloxone,88,F,,,5/4/2023
Nevada,2020,Q3,Naloxone,78,F,,,5/4/2023
Nevada,2020,Q4,Naloxone,115,F,,,5/4/2023
Nevada,2021,Q1,Naloxone,104,F,,,5/4/2023
Nevada,2021,Q2,Naloxone,84,F,,,5/4/2023
Nevada,2021,Q3,Naloxone,80,F,,,5/4/2023
Nevada,2021,Q4,Naloxone,88,F,,,5/4/2023
Nevada,2022,Q1,Naloxone,57,F,,,5/4/2023
Nevada,2022,Q2,Naloxone,50,P,,,5/4/2023
Nevada,2022,Q3,Naloxone,45,P,,,5/4/2023
Nevada,2022,Q4,Naloxone,28,P,,,5/4/2023
Orange,2010,Q1,Naloxone,0,F,,,5/4/2023
Orange,2010,Q2,Naloxone,0,F,,,5/4/2023
Orange,2010,Q3,Naloxone,0,F,,,5/4/2023
Orange,2010,Q4,Naloxone,0,F,,,5/4/2023
Orange,2011,Q1,Naloxone,0,F,,,5/4/2023
Orange,2011,Q2,Naloxone,0,F,,,5/4/2023
Orange,2011,Q3,Naloxone,0,F,,,5/4/2023
Orange,2011,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
Orange,2012,Q1,Naloxone,0,F,,,5/4/2023
Orange,2012,Q2,Naloxone,0,F,,,5/4/2023
Orange,2012,Q3,Naloxone,0,F,,,5/4/2023
Orange,2012,Q4,Naloxone,0,F,,,5/4/2023
Orange,2013,Q1,Naloxone,0,F,,,5/4/2023
Orange,2013,Q2,Naloxone,0,F,,,5/4/2023
Orange,2013,Q3,Naloxone,0,F,,,5/4/2023
Orange,2013,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023
